ID,Nome,Nickname,Descricao,Criacao_Canal,Categoria,Viewers,Linguagem,Data_stream,Hora_stream
499928989,tck10,TcK10,ABSOLUTAMENTE O MAIOR BÍCEPS DA TWITCH. STREAM TODOS OS DIAS SEM EXCEÇÃO DE MANHÃ E TARDE E NOITE.,16/03/2020,VALORANT,4756,Português,20/05/2025,13:04:22
568747744,grenbaud,GrenBaud,"youtuber, tiktoker e cantante. faccio tante cose, tutte rigorosamente male.",17/08/2020,Just Chatting,4731,Italiano,19/05/2025,19:14:47
83174797,zafeel,zafeel,Je fais des vidéos et des streams quand je dors pas | mail : collaboration.zafeel@gmail.com,19/02/2015,Minecraft,4665,Francês,20/05/2025,17:00:52
59799994,gabepeixe,gabepeixe,Estamos de volta e agora na Loud para trazer o melhor conteudo para vcs! S2 - Contato: gabepeixe@gabepeixe.com,28/03/2014,Just Chatting,4551,Português,20/05/2025,18:18:31
656099497,schradin,SCHRADIN,"Seid dabei und rastet mit mir aus! TV-Moderator und ganz normaler Typ (kein Sänger, kein Reality Star, kein Bachelor) Business-Anfragen: schradin@ciberdime.com",28/02/2021,Night Club Simulator,4520,Alemão,20/05/2025,14:26:21
48201326,missmikkaa,MissMikkaa,"Chill variety stream with focus on single player games. Entertainment for the chatter and the lurker. I like to do crazy challenge runs, especially in Elden Ring. Won Soulslike Streamer of the Year! Also, I have a Shiba Inu. ",27/08/2013,ELDEN RING,4508,Inglês,20/05/2025,13:28:39
56040562,xthesolutiontv,xTheSolutionTV,http://www.youtube.de/xTheSolution,02/02/2014,Among Us,4482,Alemão,20/05/2025,13:25:05
642507225,aldi_gaming_tv,ALDI_Gaming_TV,"Ein echter Gamechanger: ALDI Gaming. Ab jetzt stehen wir nicht mehr nur für unschlagbare Preise und Qualität – wir machen auch dein Game unschlagbar! Von Streams und Tutorials bis zu Angeboten und Events – hier findest du bald alles, was du für dein Spielerlebnis brauchst.",28/01/2021,Neighbors: Suburban Warfare,4344,Alemão,20/05/2025,16:46:41
117546026,chesscomfr,ChesscomFR,Echecs en français!,02/03/2016,Chess,4031,Francês,20/05/2025,15:01:55
135385636,deepins02,deepins02,то ты это я иежду нами молния почта - deepins02twitch@gmail.com // deepins02@gca.holdings https://clck.ru/3FD9eZ,25/09/2016,Just Chatting,17001,Russo,20/05/2025,16:06:14
77415295,jasper7se,Jasper7se,1999 11 27 23歳 使用している楽曲 BGMhttps://www.youtube.com/c/NoCopyrightSounds/videoshttps://www.youtube.com/channel/UCfLovs3hldJ496uPizAgYaA スコラボライセンスについてhttps://license.sucolab.jp/0187aeb6-2b3d-50b2-1671-14ca173f3c92,17/12/2014,VALORANT,7352,Japonês,20/05/2025,11:52:24
663995665,frametamer666,frametamer666,FRAME TAMER  По вопросам сотрудничества писать tiktoktamer@yandex.ru https://www.gosuslugi.ru/snet/677fd86e4de6c368456d4e54,18/03/2021,Minecraft,6811,Russo,20/05/2025,16:25:54
26610234,cohhcarnage,CohhCarnage,"Happy, helpful and respectful people welcome. Come say hello!",06/12/2011,Enshrouded,6399,Inglês,20/05/2025,17:06:56
422417281,rezonfn,rezonfn,Yo bin lennzmann FC GEGEN GRIPEY,09/03/2019,Fortnite,5534,Alemão,20/05/2025,17:04:50
175787099,irissiri129,艾怡,Hi I’m iris ,28/09/2017,Just Chatting,5308,,20/05/2025,15:53:19
242209549,bugalalla,Bugalalla,"Ciao persone dell’internet! Sono una studentessa e aspirante criminologa, vi porto approfondimenti sui casi di cronaca italiana attuali, storie True Crime dal mondo, serial, interviste... sempre con un'attenta analisi della psicologia dei personaggi! Info e collaborazioni: press@twitch-crime.com",26/07/2018,Just Chatting,4702,Italiano,20/05/2025,17:53:06
549653218,baitybait,BaityBait,"En palabras de Shigeru Miyamoto (Creador de Minecraft): ""Es un desgraciado"". Soy un creador de contenido que utiliza los videojuegos como excusa para hacer humor. Hablo de videojuegos en diferentes plataformas, pero sobre todo en formato vídeo",30/06/2020,Just Chatting,4667,Espanhol,20/05/2025,17:19:40
459331509,auronplay,auronplay,feliz pero no mucho ,03/09/2019,Party Animals,21159,Espanhol,20/05/2025,16:11:19
128440061,zentreya,Zentreya,"【 VARIETY STREAMER VTUBER 】 【⚡ THE CYBER PUNK  / ROCKIN RED DRAGON 🔥 】. I have an amazing community, stop by, say hi! Hope you enjoy watching and have fun! ( BUSINESS INQUIRES : zentreya@unitedtalent.com  / zentreya@outlook.com )",03/07/2016,Just Chatting,11350,Inglês,20/05/2025,15:00:53
181718577,guacamolemolly,GUACAMOLEMOLLY,№ 5557945467,13/11/2017,Just Chatting,7358,Russo,20/05/2025,18:03:33
82197170,ewroon,EWROON,Heh,08/02/2015,Just Chatting,6401,Polonês,20/05/2025,17:04:34
884930411,cs2_paragon_ru,cs2_paragon_ru,Наслаждайся IEM Dallas 2025 вместе с Paragon Events и Winline!,24/02/2023,Counter-Strike,5667,Russo,20/05/2025,15:08:37
715007052,kussia88,kussia88,ТЕЛЕГРАММ- (https://t.me/KussiaOfficial) СОТРУДНИЧЕСТВО - ( vvovv.ru@gmail.com )(https://t.me/xwhitewx) ,06/08/2021,Just Chatting,4391,Russo,20/05/2025,16:00:33
172643869,watchfultv,watchfulTV,"Ярик вочфул, смотрю турики🌐TG: @watchsms / watchfulcast@gmail.com🌐РКН: clck.ru/3GQcPz",02/09/2017,Counter-Strike,2807,Russo,20/05/2025,09:29:26
181077473,gaules,Gaules,"Mais um guerreiro da Maior Tribo do Mundo! Atuei como jogador profissional de CS por quase uma década, fui o primeiro treinador a ser campeão do mundo em 2007 com o MIBR. Acertei um pouco, errei muito, ganhei bastante coisa e tbm perdi demais! Atualmente faço live todos os dias aqui na Twitch! ",09/11/2017,Counter-Strike,19357,Português,20/05/2025,14:51:30
818506560,gocchanmikey,ごっちゃんマイキー,@CrazyRaccoon406 ストリーマー部門所属　ゲームが大好き、特に誰かとやるゲーム🎮🤍🖤#ごちゃマイ　#ストグラ　#餡ブレラ,18/08/2022,Grand Theft Auto V,6904,Japonês,20/05/2025,12:45:24
113622995,bulkinlive,bulkinlive,По рекламе и сотрудничеству:  Telegram: @bato_media ; Whatsapp: +7 991 706 5725  Реестр: https://clck.ru/3G3NFS,23/01/2016,IRL,4763,Russo,20/05/2025,18:39:18
887001013,nico_la,Nico_la,Ah gars ca stream ici 🤤,03/03/2023,Minecraft,7033,Francês,20/05/2025,18:49:16
163836275,lord_kebun,Lord_Kebun,Here to make you laugh and bring good vibes! ,10/07/2017,Grand Theft Auto V,6443,Inglês,20/05/2025,18:40:23
15564828,nickmercs,NICKMERCS,"Former MLG National Champion. A fellow gym rat, who streams mostly Competitive Shooters! Thank you all so much for your continued support. Follow the stream and my Twitter account to be notified when I will be going live - @Nickmercs ",13/09/2010,Call of Duty: Warzone,6114,Inglês,20/05/2025,18:24:21
723361024,rootthegamer,rootthegamer,"Ben Özgür! Eski Profesyonel esporcu, şimdilerin espor sunucusu, yayıncısı, danışmanı & oyun dünyasına kendini kaptırmış bir oyun severim. FPS oynar, maç sunar, espor konuşur, seviyeli bir yayın vadederim.",02/09/2021,Counter-Strike,5478,Turco,20/05/2025,14:59:26
75738685,insym,Insym,I like video games - Business email: insym@ggtalentgroup.com,22/11/2014,Car Dealer Simulator,4511,Inglês,20/05/2025,17:08:42
38411875,jonahveil,JonahVeil,A hardcore MMO/Survival Gamer hailing from the days of Ultima Online and Darkfall. We'll stream anything but that is usually the focus. For Business Inquiries - Email - jonahvtv@gmail.com,12/12/2012,Warborne: Above Ashes,234,Inglês,20/05/2025,18:08:04
224539819,aussieantics,AussieAntics,Australian Content Creator for Dignitas,20/05/2018,Fortnite,4719,Inglês,20/05/2025,16:49:21
43784278,tomato,Tomato,Sometimes I do a thing here. It used to be somewhere else but now it's here again. Contact me through my assistant Katey at tomatoandbusiness@gmail.com,20/05/2013,Drive Beyond Horizons,4395,Inglês,20/05/2025,17:30:54
52803405,hugodelire,HugoDelire,"Homme super beau mais mauvaise haleine malheureusement, DJ Hugod pour les intimes !",07/12/2013,Just Chatting,4195,Francês,20/05/2025,17:22:18
77913099,ifrostbolt,IFrostBolt,"I focus on providing good gameplay along with some of my random personality ontop of it. On the mission to build a community filled with chill vibes, laughs, and positive friends. ",25/12/2014,Destiny 2,2787,Inglês,20/05/2025,15:37:53
60672785,robinsongz,robinsongz,quiet streamer,12/04/2014,Teamfight Tactics,4431,Inglês,20/05/2025,16:54:33
50160915,esl_dota2ember,ESL_Dota2Ember,"Welcome to DreamLeague Season 26! 16 of the best Dota teams across the globe have gathered to provide 2 weeks of peak Dota as they fight over $1,000,000 USD and the 29200 EPT points available. You won't want to miss a second of the action as we take our last step towards the Esports World Cup 2025!",14/10/2013,Dota 2,4076,Inglês,20/05/2025,09:31:15
27115917,kamet0,Kamet0,French Independant Streamer from Corbeil-Essonnes. Contact @KametoTV on Twitter or per email :  kametocorp@gmail.com,30/12/2011,Just Chatting,11430,Francês,20/05/2025,19:05:52
77827128,tumblurr,Tumblurr,"Provo a portare una nuova visione di Cod qui in Italia,o almeno ci provo!",23/12/2014,Just Chatting,21959,Italiano,20/05/2025,19:13:34
821717189,ilrossopiubelloditwitch,ilrossopiubelloditwitch,Lele adani mi ha rubato il profilo,30/08/2022,Just Chatting,4168,Italiano,20/05/2025,19:05:05
259710795,pelaajatcom,pelaajatcom,Hermeettiset pelilähetykset & tuoreimmat uutiset eurheilusta,17/09/2018,Counter-Strike,3773,Finlandês,20/05/2025,14:53:48
147927227,aspen,Aspen,I play a lot of Overwatch. pfp by slime_girll on twitter,16/02/2017,Overwatch 2,4285,Inglês,20/05/2025,18:02:22
32155044,5opka,5opka,Двукратный мем года № 5067382430,15/07/2012,Just Chatting,4164,Russo,20/05/2025,18:09:15
155601320,jltomy,JLTomy,j'sais pas ce que j'fout la -  contact@jltomy.com,03/05/2017,Just Chatting,5568,Francês,20/05/2025,19:16:22
431146848,desst3,DessT3,Holaaaaaaa Muy buenas a todos aqui Christian444HD!! espero que os lo paséis mazo de bien!!!!,20/04/2019,Grand Theft Auto V,4265,Espanhol,20/05/2025,18:25:55
123182260,hiswattson,HisWattson,ALGS MVP | Former Rank 1 Apex Predator | Business: hiswattson@epictalent.gg,01/05/2016,Apex Legends,4170,Inglês,20/05/2025,14:13:19
23220337,emongg,Emongg,   ,01/07/2011,Overwatch 2,4082,Inglês,20/05/2025,10:39:57
622580525,nykchazza,NYKchazza,just a large man that plays games with his mates ,18/12/2020,IRL,4174,Inglês,20/05/2025,19:08:40
598462554,lestwins,LesTwins,Le Club House du Twins FC ! On s'appelle Liam & Vincent :) ,21/10/2020,EA Sports FC 25,4073,Francês,20/05/2025,16:41:53
432689780,ravusssss,ravusssss,Ravussssssssssssssss !!!!  Mail Pro :  ravusssss.pro@outlook.com,27/04/2019,Grand Theft Auto V,3973,Francês,20/05/2025,17:55:27
89600394,therealmarzaa,TheRealMarzaa,Email Commerciale: marzaa@anc-network.com,26/04/2015,Just Chatting,4339,Italiano,20/05/2025,19:20:59
141477796,iltw1,iltw1,номер регистрации страницы № 5323266684,08/12/2016,Dota 2,4208,Russo,20/05/2025,19:02:48
30623831,quickybaby,QuickyBaby,QuickyBaby has been sharing his passion for video games full time on Twitch since 2012. Famed for an analytical approach laced with wit that his community has bonded deeply with. Join him and find out why thousands keep tuning daily for his streams.,18/05/2012,World of Tanks,4042,Inglês,20/05/2025,09:58:24
777707810,zubarefff,zubarefff,Сотрудничество/Partnership -  ad@zubarefff.com,05/03/2022,The Last of Us Part II: Remastered,5490,Russo,20/05/2025,19:45:32
20992865,grubby,Grubby,"I love gaming the most when it is a shared experience with others. Coming together for an appreciation of gaming, competition and self improvement is what my stream is all about. You’re welcome to be a part of this community - drop a follow and stay and chill with us. GL & HF! ",09/03/2011,Warcraft III,4194,Inglês,20/05/2025,18:13:25
85397463,noway4u_sir,NoWay4u_Sir,"Highelo League of Legends Content, schlechte Scherze und gemütliche Stimmung! | Businessemail : noway@ins.gg",16/03/2015,League of Legends,6195,Alemão,20/05/2025,19:40:49
124604785,kragiee,kragiee,gr (good round),19/05/2016,Marvel Rivals,3606,Inglês,20/05/2025,07:01:20
72556476,esl_dota2earth,ESL_Dota2Earth,"Welcome to DreamLeague Season 26! 16 of the best Dota teams across the globe have gathered to provide 2 weeks of peak Dota as they fight over $1,000,000 USD and the 29200 EPT points available. You won't want to miss a second of the action as we take our last step towards the Esports World Cup 2025!",06/10/2014,Dota 2,4849,Inglês,20/05/2025,09:28:05
105584645,zoomaa,Zoomaa,Pro Gamer to Content Creator // @FaZeClan // @TheFlank // #ZooMafia,29/10/2015,Call of Duty: Black Ops 6,4534,Inglês,20/05/2025,19:22:46
898529941,dota2_paragon_ru4,dota2_paragon_ru4,Наслаждайся Dreamleague Season 26 вместе с Paragon Events и Winline!,11/04/2023,Dota 2,9131,Russo,20/05/2025,09:27:58
411377640,jynxzi,Jynxzi,BUSINESS EMAIL: jynxzi@rightclick.gg,22/01/2019,Clash Royale,10966,Inglês,20/05/2025,20:00:33
211234859,adapt,Adapt,BEST TRICKSHOTTER EVER. FAZE CLAN.,03/04/2018,Just Chatting,8636,Inglês,20/05/2025,19:58:14
407837457,rebeudeter,RebeuDeter,Si tu as loupé un live mon ami : RebeuDeter 2.0 ou RebeuDeter VOD sur youtube ! Et pour toute demande de collaboration / partenariat : BillyLeMaxiBG@gmail.com,08/01/2019,Just Chatting,7896,Francês,20/05/2025,19:57:00
36594525,emilyywang,emilyywang,"I stream TFT 5-6x a week! I also play valorant, community games and piano from time to time!Business Inquiries: emilyywang@loaded.gg",02/10/2012,Teamfight Tactics,6315,Inglês,20/05/2025,19:50:21
26490481,summit1g,summit1g,I'm a variety streamer(kind of). Been streaming since 2012(ish). I'm 100% better than you at shooting and puzzle games. I tweet when I go live @summit1g on Twitter.,01/12/2011,Grand Theft Auto V,5971,Inglês,20/05/2025,19:38:35
109809539,lilsimsie,lilsimsie,small sims girl (she/her),18/12/2015,The Sims 4,5603,Inglês,20/05/2025,20:00:19
787177590,k1nzxn1kki,K1NZxN1KKI,.,11/04/2022,Counter-Strike,4287,Russo,20/05/2025,19:45:39
121555768,teknoyd,teknoyd,Non ci sono parole per descrivere il DELIRIO che vivrai con NOI !,11/04/2016,Just Chatting,4293,Italiano,20/05/2025,19:37:53
35739604,rekkles,Rekkles,King in the North since 2012 • INQUIRIES → REKKLES@YUMETALENT.GG,26/08/2012,League of Legends,3518,Inglês,20/05/2025,13:01:47
200186636,hitch,Hitch,Hey I'm Trevor. I hitchhike and I bike,01/03/2018,Just Chatting,3344,Inglês,20/05/2025,10:02:17
494543675,lacy,Lacy,Lacy streams everything. ,23/02/2020,Just Chatting,14739,Inglês,20/05/2025,20:25:33
100793155,smittystone,SmittyStone,Least Unhinged Streamer | Business Inquires - Smittystonetv@gmail.com,28/08/2015,Fortnite,4602,Inglês,20/05/2025,20:05:09
132199022,dvm_medja,DVM_Medja,Mail : dvmedjalive@gmail.com,14/08/2016,Grand Theft Auto V,3846,Francês,20/05/2025,19:36:28
71092938,xqc,xQc,THE BEST AT ABSOLUTELY EVERYTHING. THE JUICER. LEADER OF THE JUICERS.,12/09/2014,Just Chatting,9309,Inglês,20/05/2025,20:33:42
1019733647,marlon,Marlon,Bunezzz: marlon@r-m.art,17/01/2024,Just Chatting,7726,Inglês,20/05/2025,20:34:16
632564662,chibidoki,chibidoki,♡ im loud and want to be your friend ♡ STREAMS: Wed-Sun @ 4PM CST | BUSINESS: chibi@mythictalent.com,07/01/2021,Just Chatting,4364,Inglês,20/05/2025,19:45:43
50393229,tankzor,tankzor,Any business inquiries/Реклама - tg @shelovesmeiknow d:-),19/10/2013,Counter-Strike,4070,Russo,20/05/2025,18:29:02
87481167,voodoosh,VooDooSh,"https://rknn.link/uQ - Регистрация в РКН. Добро пожаловать, стримера зовут Александр. И он очень старается, чтобы тебе тут было хорошо! По вопросам рекламы и предложениям : Почта: voodoosh@gca.holdings",04/04/2015,Heroes of Might and Magic III: The Restoration of Erathia,3984,Russo,20/05/2025,20:16:42
147788533,santadoto,santadoto,Александр. 35 лет. Алматы. Сбросил 50 кг. В доте 20+ лет. Бывший про плеер. Играл в Virtus Pro. Занял пятое место на первом The International в составе M5. Работал на RuHub. Участник всех Стримхат Дреда. Резидент Старперхаба. На данный момент работаю аналитиком в студии Paragon Events.,14/02/2017,Dota 2,2493,Russo,20/05/2025,17:56:19
867706759,valorant_northamerica,VALORANT_NorthAmerica,"In 2025, ACE VALORANT Challengers NA has exciting changes including the increase to 16 teams competing and introduction of 3 stages throughout the competitive year. Each stage will include a Group Stage and conclude with Playoffs, where teams can earn circuit points toward their spot in Ascension.",06/01/2023,VALORANT,4245,Inglês,20/05/2025,19:30:47
228371036,suetam1v4,suetam1v4,"Oi, sou jogador profissional, influenciador e streamer, fazendo live pelo sorriso e entretenimento do público. Todos os dias as 17:00 contato: suetam@alcanceplus.com",03/06/2018,Fortnite,4025,Português,20/05/2025,20:09:47
26008371,toniki,Toniki,"En este canal jugamos Overwatch y Marvel Rivals!! Así que si te gustan estos juegos, este es tu sitio!",08/11/2011,Overwatch 2,3967,Espanhol,20/05/2025,14:40:41
170934291,jacklooney,JackLooney,По вопросам сотрудничества тг @InfInflBot РКН - https://clck.ru/3MAytG,22/08/2017,Hearthstone,3879,Russo,20/05/2025,18:13:51
60978448,dogdog,dogdog,Just a dog,16/04/2014,Hearthstone,3866,Inglês,20/05/2025,16:30:53
35958947,squeex,Squeex,live sometimes at 4PM EST,04/09/2012,Moral Dilemma: The Interview,4614,Inglês,20/05/2025,20:25:38
120244187,aydan,Aydan,"26 year old, slim thicc entertainer looking to give the best viewing experience possible!",29/03/2016,Call of Duty: Warzone,4339,Inglês,20/05/2025,19:15:43
563908141,joe_bartolozzi,Joe_Bartolozzi,I stream things ,07/08/2020,Manivore,4183,Inglês,20/05/2025,20:40:47
657644821,cs2_maincast,cs2_maincast,"Maincast — українська кіберспортивна компанія, яка є #1 у Східній Європі. Офіційний бродкастер головних турнірів з Counter-Strike, таких як BLAST Premier та ESL Pro League. Тут ти побачиш кіберспорт, який виходить за рамки звичайних трансляцій.",04/03/2021,Counter-Strike,4082,Ucraniano,20/05/2025,15:04:02
16677765,qttsix,六希夫,來自台灣的Speedrunner，玩遊戲都習慣慢慢玩，擅長動作遊戲。Vtype是一隻大尾巴狼獸耳娘。有兩位很香的看板娘女兒：六醬(黑)&克洛(白) 合作邀約聯繫：roxas830727@hotmail.com,16/10/2010,MapleStory Worlds,4455,Chinês,20/05/2025,11:14:02
76073513,fattypillow,FattyPillow,contact for business inquiries fattypilloow@gmail.com ,27/11/2014,Kingdom Come: Deliverance II,3617,Checo,20/05/2025,19:47:37
598495509,akamikarubi,赤見かるび,(^.^),21/10/2020,FANTASY LIFE i: The Girl Who Steals Time,3610,Japonês,20/05/2025,12:26:35
25604128,guit88man,guit88man,РКН - https://clck.ru/3G7eyR | Почта для сотрудничества guit88man@gca.holdings,21/10/2011,Mir Tankov,3917,Russo,20/05/2025,17:09:51
463204522,mertabimula,mertabimula,Wunderberaubend 👑,19/09/2019,Just Chatting,3916,Alemão,20/05/2025,19:34:16
1050554776,realsoueelt,realsoueelt,RAW SOUEELT BACK STREAMING 🤓,11/03/2024,Just Chatting,3731,Inglês,20/05/2025,20:52:21
645017178,pablo_xtrm,pablo_xtrm,"Tu Xtreamer favorito y cada día el de mas gente, suscríbete para que me vaya a Andorra ,gracias. 🔞",02/02/2021,Just Chatting,5233,Espanhol,20/05/2025,21:11:41
103989988,jonvlogs,JonVlogs,"Meu nome é Luan Kovarik, mais conhecido como ""Jon Vlogs"", tenho 25 anos e escolhi como profissão de vida fazer o que eu amo. Meus viewers são minha família na Twitch, se torne um SUB e entre para o ""BONDE DO JON"" 💛",09/10/2015,Just Chatting,4076,Português,20/05/2025,21:15:45
162257684,bkinho,Bkinho,"Olá meu nome é Thiago mais conhecido como ""BKINHO"" e faço lives de GTA RP quase todos os dias ás 21:00h! 📩 Contato: bkinho@kr3w.gg",30/06/2017,Just Chatting,3585,Português,20/05/2025,21:07:46
91067577,emiru,Emiru,i wanna git gud and have a gud time ( ▀ ͜͞ʖ▀) =ε/̵͇̿̿/’̿’̿ ̿ ̿̿ ̿̿ ̿̿,14/05/2015,Just Chatting,5815,Inglês,20/05/2025,21:23:27
172312401,nooreax,nooreax,nooreax@ciberdime.com,31/08/2017,Golf It!,3880,Alemão,20/05/2025,12:13:24
9528182,chilledchaos,ChilledChaos,"Did someone say... Shenanigans!? | Next Stream - ON VACATION! NEXT STREAM MAY 14th. Be Safe, Internet! |  Contact - chilledchaos@thenewgen.com",16/12/2009,LOCKDOWN Protocol,3611,Inglês,20/05/2025,20:30:23
431882702,teegrizzley,TeeGrizzley,IF YOU EVER MISS OUT ON A LIVE STREAM CATCH ALL THE VIDEOS ON YOUTUBE AT GRIZZLEY GANG GAMING!!!!!!!! THANK YOU FOR THE SUPPORT. ,23/04/2019,Grand Theft Auto V,3560,Inglês,20/05/2025,20:08:08
36324138,distortion2,Distortion2,Souls Speedrunner,20/09/2012,ELDEN RING,3674,Inglês,20/05/2025,20:13:20
39176440,dendi,Dendi,"Danylo ""Dendi"" Ishutin - Founder of B8 Esports and first Dota TI winner. Cooperation - dendi.ads@b8esports.gg",09/01/2013,Dota 2,2677,Inglês,20/05/2025,16:14:18
469632185,camila,camila,"🎪✨ welcome to the circus, where the fun never ends! im camila, your silly clown. sit back, relax, and enjoy the show . . 🎈🎉",28/10/2019,Just Chatting,3712,Inglês,20/05/2025,21:13:47
91958353,jeefhs,JeefHS,#1 NA BGs player - 20k MMR PEAK // Winner of BGs LOBBY LEGENDS // @beancubed drew my emotes! // Business contact: JeefHS@expansion.gg // I stream high level Hearthstone Battlegrounds in the night PST time! // Semi-daily High Quality Youtube Uploads!,26/05/2015,Hearthstone,3788,Inglês,20/05/2025,16:17:46
36340781,tarik,tarik,ayo.,21/09/2012,VALORANT,6896,Inglês,20/05/2025,21:32:48
695897019,la4awale,LA4AWALE,JUST TRYNA BOOM OFF TO ANOTHER GALAXY,10/06/2021,EA Sports FC 25,3856,Inglês,20/05/2025,18:00:56
687186861,deshaefrost,DeshaeFrost, Trust God and watch where he will take you🙏🏾 Business inquiries: deshae@night.co,14/05/2021,IRL,3562,Inglês,20/05/2025,18:23:35
410320296,snopey_,Snopey_,• Email para parcerias: jurandirribeiro508@gmail.com,18/01/2019,Just Chatting,3402,Português,20/05/2025,19:00:19
25116812,sacy,sacy,NÃO SEI O QUE ESCREVER AQUI DEPOIS EU FAÇO,27/09/2011,VALORANT,3236,Português,20/05/2025,17:02:01
233300375,clix,Clix,"Hi, my name is Cody (Clix), I am a pro fortnite player (and the guy from Fortnite) who loves to stream and interact with fans. I stream whenever I can, and It would mean the world to me if you guys hit the follow button! ",22/06/2018,Fortnite,4797,Inglês,20/05/2025,21:56:55
235551224,tomateking,TomateKing,⏰ De Lunes a Sábado a las 22:00 🇪🇸 📩 correo de contacto: srtomateking@gmail.com,02/07/2018,Grand Theft Auto V,3194,Espanhol,20/05/2025,19:58:49
660840731,happyhappygal,HappyHappyGal,Happiest Streamer on Twitch! 😊Happy@Loaded.gg 💌,11/03/2021,Fortnite,3515,Inglês,20/05/2025,21:50:02
413584085,supa_lol,supa_lol,Soy Supa ADC profesional de League of Legends y dueño del Tukan Team 🐦,31/01/2019,League of Legends,3242,Espanhol,20/05/2025,20:52:16
104320683,move_mind,Move_Mind,"Sou um rapaz simpático, fofo, humilde , querido e leal, gosto muito de jogar coisas e relatar enquanto o faço. Irrito-me às vezes mas raramente enquanto pratico a modalidade jogando para pessoas ou chamado os e-sports . gosto de alperces e de maçã assada com canela",13/10/2015,Just Chatting,3496,Português,20/05/2025,21:26:54
79615025,valkyrae,Valkyrae,i multi-stream on youtube and twitch :),12/01/2015,Just Chatting,4605,Inglês,20/05/2025,22:05:06
466139555,dantes,Dantes,Conquer. ,09/10/2019,League of Legends,3364,Inglês,20/05/2025,14:47:06
45302947,iitztimmy,iiTzTimmy,Where dreams are made,28/06/2013,Apex Legends,3239,Inglês,20/05/2025,20:04:16
682561320,thetylilshow,Thetylilshow,Just vibe twin!,02/05/2021,Just Chatting,11097,Inglês,20/05/2025,22:13:33
1024088182,bonjwachill,BonjwaChill,Der offizielle Zweitkanal von Bonjwa | Good Game. Have Fun.,23/01/2024,DARK SOULS III,3219,Alemão,20/05/2025,22:07:30
70225218,tenz,TenZ,Content Creator. Previously Professional VALORANT and CS:GO,30/08/2014,VALORANT,6371,Inglês,20/05/2025,22:18:50
121059319,moonmoon,MOONMOON,LULW !!!!!,06/04/2016,ELDEN RING,5122,Inglês,20/05/2025,22:21:45
100869214,arky,Arky,@Arky | Arkyszn | Business inquiries - arky@loaded.gg,28/08/2015,Just Chatting,3394,Inglês,20/05/2025,21:46:53
584184005,akarindao,夢野あかり,Big baby🍼濃いめのあかりんです,17/09/2020,League of Legends,3197,Japonês,20/05/2025,21:28:18
202987684,muriloso,Muriloso,Todos os dias ON as 15h00 - muriloso@3c.gg • telegram @murilosoo,06/03/2018,Just Chatting,3189,Português,20/05/2025,18:33:51
26946000,nightblue3,Nightblue3,"I like streaming league :D and been doing it since 2012. Achieved Rank 1 jungle Season 3, Challenger NA & EUW Season 5, hit Challenger every season. I post when I'm live at discord.gg/nb3",21/12/2011,League of Legends,3171,Inglês,20/05/2025,21:03:08
70858845,leron_baron,Leron_Baron,"Умные мысли, ловкое прохождение всех игр, радиант в валоранте, классное чувство юмора - всего этого тут нет. ",09/09/2014,Just Chatting,3080,Russo,20/05/2025,20:25:07
415954300,nicewigg,NiceWigg,Welcome to the Brig. Want to be entertained? Youre at the right place. Content for @100Thieves @riddleorder,12/02/2019,Apex Legends,3279,Inglês,20/05/2025,21:51:21
28219022,vargskelethor,Vargskelethor,My name is Joel. I'm from Sweden and I hate video games. I eat nails for breakfast and tame Siberian tigers in my spare free time. I like metal and I know how to kill skeletons.,14/02/2012,Donkey Kong Country 2,3126,Inglês,20/05/2025,21:37:06
28337972,limealicious,Limealicious,I'm Limes/Laimu! I stream all kinds of video games and sometimes I get spooked by things that aren't spooky. #laimuart on Twitter for art!,19/02/2012,HELLDIVERS 2,3108,Inglês,20/05/2025,17:36:09
95443131,beamom,beamom,"Oi, eu sou a beamae! email para contato: contato@beapozzebon.com",07/07/2015,Minecraft,3041,Português,20/05/2025,20:45:47
23211159,atrioc,Atrioc,GAMBIT GOD. ,01/07/2011,Just Chatting,3024,Inglês,20/05/2025,22:22:53
23179441,strippin,Strippin,"I am a giant British bloke with a hilarious community I regularly steal jokes from. I play just about everything, I'm good at just about none of it. Daily Shorts on Youtube, Insta and Tiktok!",29/06/2011,RoadCraft,2990,Inglês,20/05/2025,17:37:45
131986952,froggerow,FroggerOW,very awesome dude business: froggerow@outlook.com,12/08/2016,Overwatch 2,2908,Inglês,20/05/2025,20:01:11
505359579,girlhefunny1x,girlhefunny1x,"im a entertainer from baltimore, one of the funniest #girlhefunny1 #LongliveGranny #lilrodneyson",29/03/2020,Just Chatting,7232,Inglês,20/05/2025,22:46:46
1131600178,lirik_247,LIRIK_247,OFFICIAL 24/7 Channel of Lirik - just a lil cozy spot for folks to hang out ,20/08/2024,Always On,2711,Inglês,20/05/2025,04:22:45
206020661,raska_yt,RASKA_yt,En LIVE les Lundis et Jeudi (et d'autres jours quand j'ai le temps) ,17/03/2018,Minecraft,4585,Francês,20/05/2025,20:11:13
21841789,nmplol,Nmplol,TeamNMP@unitedtalent.com,19/04/2011,Just Chatting,3589,Inglês,20/05/2025,22:40:24
603776329,ariathome,ARIatHOME,music made on the spot. sometimes not at home,04/11/2020,IRL,3442,Inglês,20/05/2025,21:47:02
